,Depth ID,Acquisitio,Acquisit_1,Info Time(,Info Tim_1,Underwater,Dive Count,Average Di,Maximum Di,Layer 1 Pe,Layer 2 Pe,Layer 3 Pe,Layer 4 Pe,Layer 5 Pe,Layer 6 Pe,Layer 7 Pe,Layer 8 Pe,Layer 9 Pe,Layer 10 P,Layer 1 Di,Layer 2 Di,Layer 3 Di,Layer 4 Di,Layer 5 Di,Layer 6 Di,Layer 7 Di,Layer 8 Di,Layer 9 Di,Layer 10 D,Calculated,Calculat_1,geometry
681,682,2020.09.05 00:00:00,2020.09.04 22:00:00,7200.0,0 days 02:00:00,0.73828,22.0,204.0,37.0,0.32422,0.00391,0.11328,0.15234,0.13672,0.00391,0.00391,0.00391,0.00391,0.00391,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4073327.2908755126,1660313.0423291682,POINT (7.200482000000001 37.98161199216587)
682,683,2020.09.05 02:00:00,2020.09.05 00:00:00,7200.0,0 days 02:00:00,0.90234,33.0,231.0,21.0,0.83984,0.00391,0.04297,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4072129.7976858327,1660666.5038178682,POINT (7.186824000000001 37.98441899216728)
683,684,2020.09.05 04:00:00,2020.09.05 02:00:00,7200.0,0 days 02:00:00,0.95703,44.0,159.0,7.0,0.92578,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4070560.8094149777,1661526.6548131995,POINT (7.168778000000001 37.99169399217099)
684,685,2020.09.05 06:00:00,2020.09.05 04:00:00,7200.0,0 days 02:00:00,0.62891,24.0,178.0,121.0,0.22266,0.01172,0.01953,0.08203,0.04297,0.01953,0.08984,0.06641,0.06641,0.01172,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4069870.7261649575,1661811.162065027,POINT (7.160875000000003 37.99404199217213)
685,686,2020.09.05 08:00:00,2020.09.05 06:00:00,7200.0,0 days 02:00:00,0.92578,4.0,1582.0,87.0,0.01953,0.01172,0.05859,0.27734,0.06641,0.02734,0.24609,0.21484,0.00391,0.00391,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4070079.54825427,1661838.0479266283,POINT (7.163224000000003 37.99435599217231)
686,687,2020.09.05 10:00:00,2020.09.05 08:00:00,7200.0,0 days 02:00:00,0.91016,11.0,649.0,41.0,0.08203,0.01172,0.12109,0.62891,0.06641,0.00391,0.00391,0.00391,0.00391,0.00391,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4070646.2444139933,1662346.8677144782,POINT (7.169435000000003 37.99915999217473)
687,688,2020.09.05 12:00:00,2020.09.05 10:00:00,7200.0,0 days 02:00:00,0.77734,164.0,34.0,1.0,0.68359,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4071659.688840238,1662633.2668190624,POINT (7.180777913930252 38.00209611244399)
688,689,2020.09.05 14:00:00,2020.09.05 12:00:00,7200.0,0 days 02:00:00,0.87891,62.0,97.0,1.0,0.83984,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4072168.2158625396,1662721.9016145193,POINT (7.18649050386832 38.00306949678252)
689,690,2020.09.05 16:00:00,2020.09.05 14:00:00,7200.0,0 days 02:00:00,0.80078,55.0,95.0,153.0,0.38672,0.01172,0.05078,0.07422,0.04297,0.01172,0.03516,0.07422,0.02734,0.04297,53.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4071434.8851905847,1662254.0032306628,POINT (7.178380000000002 37.99858199217444)
690,691,2020.09.05 18:00:00,2020.09.05 16:00:00,7200.0,0 days 02:00:00,0.85547,5.0,1411.0,95.0,0.01953,0.01953,0.04297,0.06641,0.06641,0.10547,0.33203,0.18359,0.01953,0.00391,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,4070285.7029935163,1662175.5967600078,POINT (7.165426000000002 37.99748599217387)
691,692,2020.09.05 20:00:00,2020.09.05 18:00:00,7200.0,0 days 02:00:00,0.71484,7.0,706.0,65.0,0.16016,0.01172,0.05078,0.25391,0.16797,0.03516,0.02734,0.00391,0.00391,0.00391,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4070427.8058087723,1662196.748585949,POINT (7.167023504838052 37.99772549563809)
692,693,2020.09.05 22:00:00,2020.09.05 20:00:00,7200.0,0 days 02:00:00,0.89453,27.0,247.0,23.0,0.58203,0.09766,0.18359,0.01953,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,25.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4070445.3352492885,1662026.7044243652,POINT (7.167285491523587 37.99618949438458)
693,694,2020.09.06 00:00:00,2020.09.05 22:00:00,7200.0,0 days 02:00:00,0.91797,28.0,186.0,33.0,0.50391,0.01172,0.30078,0.04297,0.03516,0.00391,0.00391,0.00391,0.00391,0.00391,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4070270.7012758506,1661897.9075042508,POINT (7.165361000000003 37.9949629921726)
694,695,2020.09.06 02:00:00,2020.09.06 00:00:00,7200.0,0 days 02:00:00,0.94922,51.0,158.0,13.0,0.90234,0.00391,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4070055.102597322,1661460.5267266533,POINT (7.163089981682086 37.99092457187098)
695,696,2020.09.06 04:00:00,2020.09.06 02:00:00,7200.0,0 days 02:00:00,0.93359,47.0,142.0,7.0,0.90234,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4069676.18536589,1660784.1029477522,POINT (7.159064481715387 37.98466357186373)
696,697,2020.09.06 06:00:00,2020.09.06 04:00:00,7200.0,0 days 02:00:00,0.92578,31.0,194.0,157.0,0.41016,0.00391,0.01953,0.02734,0.13672,0.02734,0.08984,0.08203,0.02734,0.06641,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4069112.7102240324,1660566.1056904693,POINT (7.152782000000002 37.98249699216634)
697,698,2020.09.06 08:00:00,2020.09.06 06:00:00,7200.0,0 days 02:00:00,0.92578,4.0,1566.0,89.0,0.01953,0.01953,0.05859,0.40234,0.08984,0.02734,0.15234,0.15234,0.00391,0.00391,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,4068520.037297766,1660351.0714397768,POINT (7.146169000000001 37.98034699216522)
698,699,2020.09.06 10:00:00,2020.09.06 08:00:00,7200.0,0 days 02:00:00,0.91016,11.0,660.0,93.0,0.14453,0.02734,0.03516,0.33203,0.29297,0.00391,0.01172,0.05078,0.00391,0.00391,6.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4068112.259656755,1660182.777923149,POINT (7.141627 37.97868299216442)
699,700,2020.09.06 12:00:00,2020.09.06 10:00:00,7200.0,0 days 02:00:00,0.91797,41.0,149.0,123.0,0.34766,0.01172,0.06641,0.19141,0.08984,0.05078,0.02734,0.02734,0.05859,0.01953,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4066358.9389073905,1659949.6148660206,POINT (7.121913000000001 37.97597299216302)
700,701,2020.09.06 14:00:00,2020.09.06 12:00:00,7200.0,0 days 02:00:00,0.85547,14.0,460.0,95.0,0.22266,0.01172,0.05078,0.07422,0.03516,0.02734,0.14453,0.25391,0.02734,0.00391,10.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4065091.512107642,1659169.1623870914,POINT (7.107897999999999 37.96846299215922)
701,702,2020.09.06 16:00:00,2020.09.06 14:00:00,7200.0,0 days 02:00:00,0.84766,12.0,523.0,95.0,0.16016,0.01953,0.09766,0.08203,0.05078,0.02734,0.23828,0.16016,0.00391,0.00391,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4063820.2279180014,1658470.3671689664,POINT (7.093811000000001 37.96168999215582)
702,703,2020.09.06 18:00:00,2020.09.06 16:00:00,7200.0,0 days 02:00:00,0.86328,7.0,842.0,75.0,0.02734,0.01953,0.14453,0.08984,0.06641,0.17578,0.32422,0.00391,0.00391,0.00391,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4062840.5694964295,1658747.0601152654,POINT (7.082642000000002 37.9638609921569)
703,704,2020.09.06 20:00:00,2020.09.06 18:00:00,7200.0,0 days 02:00:00,0.87891,53.0,137.0,43.0,0.55859,0.01172,0.08984,0.07422,0.08984,0.01172,0.00391,0.00391,0.00391,0.00391,51.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4062962.587595322,1659354.4359171581,POINT (7.083784915456484 37.9694105171989)
704,705,2020.09.06 22:00:00,2020.09.06 20:00:00,7200.0,0 days 02:00:00,0.91797,44.0,151.0,25.0,0.55078,0.07422,0.24609,0.01953,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,42.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4063084.6056942143,1659961.811719051,POINT (7.084928 37.97495999216254)
705,706,2020.09.07 00:00:00,2020.09.06 22:00:00,7200.0,0 days 02:00:00,0.87891,26.0,234.0,25.0,0.51953,0.07422,0.25391,0.01953,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4063679.0512107387,1660025.550854259,POINT (7.091617000000002 37.97574299216291)
706,707,2020.09.07 02:00:00,2020.09.07 00:00:00,7200.0,0 days 02:00:00,0.91797,43.0,157.0,19.0,0.62891,0.05859,0.20703,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,41.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4063796.6672757315,1659446.5244231534,POINT (7.093168642317953 37.97053321489864)
707,708,2020.09.07 04:00:00,2020.09.07 02:00:00,7200.0,0 days 02:00:00,0.94922,51.0,131.0,29.0,0.76953,0.01953,0.09766,0.02734,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4063807.826142467,1658789.7367301905,POINT (7.093547863469746 37.96458162626877)
708,709,2020.09.07 06:00:00,2020.09.07 04:00:00,7200.0,0 days 02:00:00,0.76172,17.0,301.0,93.0,0.24609,0.11328,0.05859,0.01953,0.01953,0.01953,0.06641,0.19141,0.01953,0.00391,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4063818.9850092023,1658132.9490372275,POINT (7.093927000000003 37.95862999215423)
709,710,2020.09.07 08:00:00,2020.09.07 06:00:00,7200.0,0 days 02:00:00,0.90234,6.0,1162.0,79.0,0.02734,0.01172,0.05078,0.16016,0.05078,0.03516,0.40234,0.15234,0.00391,0.00391,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4062792.99352064,1658387.253087626,POINT (7.082244000000001 37.96058199215526)
710,711,2020.09.07 10:00:00,2020.09.07 08:00:00,7200.0,0 days 02:00:00,0.93359,24.0,277.0,39.0,0.27734,0.01953,0.15234,0.33203,0.12891,0.00391,0.00391,0.00391,0.00391,0.00391,20.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4061481.8711139173,1658651.0683330968,POINT (7.067336996943124 37.9625197880821)
711,712,2020.09.07 12:00:00,2020.09.07 10:00:00,7200.0,0 days 02:00:00,0.98047,84.0,87.0,77.0,0.80859,0.01172,0.04297,0.01172,0.01172,0.01172,0.01172,0.01172,0.00391,0.00391,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4058911.336678987,1658475.5431873044,POINT (7.038380496170817 37.96003078795149)
712,713,2020.09.07 14:00:00,2020.09.07 12:00:00,7200.0,0 days 02:00:00,0.94922,77.0,87.0,89.0,0.73828,0.00391,0.04297,0.04297,0.01172,0.01172,0.02734,0.01953,0.00391,0.00391,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4055851.19359091,1657645.520677691,POINT (7.004157990488316 37.95142492597125)
713,714,2020.09.07 16:00:00,2020.09.07 14:00:00,7200.0,0 days 02:00:00,0.91797,68.0,99.0,41.0,0.69922,0.00391,0.06641,0.07422,0.02734,0.00391,0.00391,0.00391,0.00391,0.00391,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4052301.4418496876,1656161.0008042573,POINT (6.964680490385212 37.93669642449932)
714,715,2020.09.07 18:00:00,2020.09.07 16:00:00,7200.0,0 days 02:00:00,0.91797,48.0,132.0,99.0,0.49609,0.00391,0.05859,0.02734,0.07422,0.05859,0.05078,0.08203,0.02734,0.00391,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4049334.5210205284,1655322.605240224,POINT (6.931533999999997 37.92802199213881)
715,716,2020.09.07 20:00:00,2020.09.07 18:00:00,7200.0,0 days 02:00:00,0.96484,29.0,250.0,75.0,0.49609,0.00391,0.01953,0.12109,0.17578,0.01172,0.06641,0.05078,0.00391,0.00391,27.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4047636.036820837,1655770.8532254698,POINT (6.912182499373483 37.93146698249322)
716,717,2020.09.07 22:00:00,2020.09.07 20:00:00,7200.0,0 days 02:00:00,0.94922,66.0,104.0,3.0,0.90234,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4045894.410094224,1655976.8466554373,POINT (6.89244183398268 37.93269564774739)
717,718,2020.09.08 00:00:00,2020.09.07 22:00:00,7200.0,0 days 02:00:00,0.96484,41.0,166.0,3.0,0.93359,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4044109.6408406906,1655940.5855301267,POINT (6.87231390036276 37.93170777216223)
718,719,2020.09.08 02:00:00,2020.09.08 00:00:00,7200.0,0 days 02:00:00,0.98828,54.0,131.0,5.0,0.94922,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4042324.871587157,1655904.3244048161,POINT (6.852186499753771 37.93071564766893)
719,720,2020.09.08 04:00:00,2020.09.08 02:00:00,7200.0,0 days 02:00:00,0.98047,39.0,182.0,3.0,0.96484,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4040470.356385378,1655851.685458458,POINT (6.831279400522805 37.92954460866898)
720,721,2020.09.08 06:00:00,2020.09.08 04:00:00,7200.0,0 days 02:00:00,0.93359,34.0,196.0,79.0,0.55078,0.01172,0.09766,0.16016,0.04297,0.01953,0.03516,0.01172,0.00391,0.00391,32.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4038753.0968626295,1655753.8427280486,POINT (6.811941000000003 37.92801099213879)
721,722,2020.09.08 08:00:00,2020.09.08 06:00:00,7200.0,0 days 02:00:00,0.92578,5.0,1228.0,81.0,0.04297,0.01172,0.02734,0.19922,0.02734,0.02734,0.55078,0.04297,0.00391,0.00391,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4037714.90696281,1655928.5287057313,POINT (6.800151 37.92920199213935)
722,723,2020.09.08 10:00:00,2020.09.08 08:00:00,7200.0,0 days 02:00:00,0.92578,6.0,1054.0,89.0,0.02734,0.01172,0.05859,0.62109,0.06641,0.05078,0.03516,0.04297,0.00391,0.00391,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4036554.8237922466,1656417.8800612658,POINT (6.786851000000003 37.9331979921414)
723,724,2020.09.08 12:00:00,2020.09.08 10:00:00,7200.0,0 days 02:00:00,0.93359,37.0,181.0,79.0,0.48047,0.01172,0.16797,0.04297,0.01953,0.01172,0.15234,0.02734,0.00391,0.00391,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4035157.9053224595,1657032.030247824,POINT (6.770822999999998 37.93823299214397)
724,725,2020.09.08 14:00:00,2020.09.08 12:00:00,7200.0,0 days 02:00:00,0.87891,15.0,391.0,83.0,0.23828,0.01172,0.13672,0.18359,0.03516,0.02734,0.12891,0.11328,0.00391,0.00391,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4034022.0409079045,1657630.3455635884,POINT (6.757746000000001 37.94322199214646)
725,726,2020.09.08 16:00:00,2020.09.08 14:00:00,7200.0,0 days 02:00:00,0.90234,40.0,189.0,75.0,0.40234,0.01172,0.12109,0.08203,0.02734,0.01953,0.19141,0.02734,0.00391,0.00391,36.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4032831.21449901,1658016.9920672223,POINT (6.744138000000001 37.946268992148)
726,727,2020.09.08 18:00:00,2020.09.08 16:00:00,7200.0,0 days 02:00:00,0.88672,9.0,705.0,75.0,0.02734,0.01953,0.10547,0.25391,0.07422,0.08984,0.30078,0.01172,0.00391,0.00391,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4031929.3318886077,1657316.6041019284,POINT (6.734261 37.93957099214461)
727,728,2020.09.08 20:00:00,2020.09.08 18:00:00,7200.0,0 days 02:00:00,0.94922,38.0,193.0,51.0,0.49609,0.00391,0.07422,0.30859,0.02734,0.01172,0.00391,0.00391,0.00391,0.00391,36.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4031732.14383682,1656786.1467463498,POINT (6.732265142000796 37.93468560434422)
728,729,2020.09.08 22:00:00,2020.09.08 20:00:00,7200.0,0 days 02:00:00,0.96484,54.0,123.0,29.0,0.77734,0.00391,0.06641,0.07422,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,53.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4031161.239653658,1656496.281607612,POINT (6.7259478130077 37.93183651042948)
729,730,2020.09.09 00:00:00,2020.09.08 22:00:00,7200.0,0 days 02:00:00,0.96484,32.0,219.0,35.0,0.71484,0.01172,0.06641,0.09766,0.06641,0.00391,0.00391,0.00391,0.00391,0.00391,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4030590.335470496,1656206.4164688746,POINT (6.719631000000001 37.92898699213931)
730,731,2020.09.09 02:00:00,2020.09.09 00:00:00,7200.0,0 days 02:00:00,0.94922,22.0,298.0,29.0,0.48047,0.01953,0.28516,0.15234,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4029389.538990558,1655803.8685741934,POINT (6.706256 37.9248699921372)
731,732,2020.09.09 04:00:00,2020.09.09 02:00:00,7200.0,0 days 02:00:00,0.87109,5.0,1116.0,31.0,0.33203,0.02734,0.23828,0.25391,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4028273.6636911607,1656138.2213128128,POINT (6.693517999999999 37.92746499213852)
732,733,2020.09.09 06:00:00,2020.09.09 04:00:00,7200.0,0 days 02:00:00,0.89453,3.0,1931.0,83.0,0.01172,0.01172,0.09766,0.30859,0.07422,0.07422,0.25391,0.07422,0.00391,0.00391,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4027731.2383801187,1656491.4892192436,POINT (6.687242000000001 37.93045499214001)
733,734,2020.09.09 08:00:00,2020.09.09 06:00:00,7200.0,0 days 02:00:00,0.90234,4.0,1590.0,71.0,0.01953,0.01172,0.15234,0.23047,0.05078,0.12109,0.31641,0.00391,0.00391,0.00391,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4027254.9327464406,1656914.4086785764,POINT (6.681681000000004 37.93410199214185)
734,735,2020.09.09 10:00:00,2020.09.09 08:00:00,7200.0,0 days 02:00:00,0.86328,46.0,175.0,33.0,0.30859,0.01953,0.25391,0.24609,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,43.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,4027174.6275967727,1657665.1661503655,POINT (6.680444460456953 37.94087650215666)
735,736,2020.09.09 12:00:00,2020.09.09 10:00:00,7200.0,0 days 02:00:00,0.49609,15.0,208.0,83.0,0.08984,0.01172,0.02734,0.02734,0.01953,0.02734,0.16016,0.12891,0.00391,0.00391,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4027347.2392642912,1658210.1558668485,POINT (6.682153000000003 37.94588499214783)
736,737,2020.09.09 14:00:00,2020.09.09 12:00:00,7200.0,0 days 02:00:00,0.67578,4.0,1022.0,73.0,0.01953,0.01172,0.05859,0.07422,0.06641,0.06641,0.37109,0.00391,0.00391,0.00391,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4026984.150104463,1658475.0931978126,POINT (6.677938000000003 37.94814399214899)
737,738,2020.09.09 16:00:00,2020.09.09 14:00:00,7200.0,0 days 02:00:00,0.46484,17.0,280.0,69.0,0.07422,0.01172,0.05078,0.03516,0.01953,0.01953,0.24609,0.00391,0.00391,0.00391,14.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4025603.993348104,1658367.239274898,POINT (6.662406927533028 37.94662186411923)
738,739,2020.09.09 18:00:00,2020.09.09 16:00:00,7200.0,0 days 02:00:00,0.85547,21.0,282.0,71.0,0.26172,0.01953,0.16797,0.07422,0.04297,0.04297,0.23828,0.00391,0.00391,0.00391,19.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4024050.6593546816,1658164.5834225249,POINT (6.644964 37.94416899214693)
739,740,2020.09.09 20:00:00,2020.09.09 18:00:00,7200.0,0 days 02:00:00,0.83203,8.0,817.0,31.0,0.19141,0.17578,0.39453,0.05859,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4023356.239918707,1658342.1065541864,POINT (6.637047 37.94550199214764)
740,741,2020.09.09 22:00:00,2020.09.09 20:00:00,7200.0,0 days 02:00:00,0.88672,12.0,531.0,17.0,0.16016,0.08203,0.62891,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4023092.5320179393,1658596.3218528428,POINT (6.633957063847046 37.947701419371)
741,742,2020.09.10 00:00:00,2020.09.09 22:00:00,7200.0,0 days 02:00:00,0.90234,25.0,254.0,17.0,0.70703,0.04297,0.14453,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4022573.1063699196,1658777.6596283054,POINT (6.628012999999999 37.94913799214946)
742,743,2020.09.10 02:00:00,2020.09.10 00:00:00,7200.0,0 days 02:00:00,0.89453,25.0,268.0,27.0,0.67578,0.01172,0.16797,0.01953,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4021892.3994287094,1659300.7867167785,POINT (6.620095000000002 37.9536079921517)
743,744,2020.09.10 04:00:00,2020.09.10 02:00:00,7200.0,0 days 02:00:00,0.89453,12.0,467.0,27.0,0.37109,0.25391,0.23047,0.02734,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4021798.47163551,1659759.6490984298,POINT (6.618828999999999 37.9577299921538)
744,745,2020.09.10 06:00:00,2020.09.10 04:00:00,7200.0,0 days 02:00:00,0.92578,17.0,413.0,95.0,0.37109,0.06641,0.03516,0.18359,0.02734,0.01953,0.04297,0.13672,0.03516,0.00391,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4020965.1488645226,1660194.6464912598,POINT (6.609226000000001 37.96133899215562)
745,746,2020.09.10 08:00:00,2020.09.10 06:00:00,7200.0,0 days 02:00:00,0.94141,6.0,970.0,87.0,0.03516,0.01172,0.08984,0.23828,0.03516,0.02734,0.39453,0.10547,0.00391,0.00391,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4020594.3583666724,1660372.1472027833,POINT (6.604959999999998 37.96279899215637)
746,747,2020.09.10 10:00:00,2020.09.10 08:00:00,7200.0,0 days 02:00:00,0.91797,7.0,970.0,59.0,0.02734,0.01953,0.23828,0.58984,0.01953,0.01172,0.01172,0.00391,0.00391,0.00391,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4020179.008069548,1659859.196612356,POINT (6.600502000000001 37.95798199215394)
747,748,2020.09.10 12:00:00,2020.09.10 10:00:00,7200.0,0 days 02:00:00,0.93359,32.0,229.0,71.0,0.21484,0.01953,0.24609,0.21484,0.04297,0.04297,0.13672,0.00391,0.00391,0.00391,28.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4018684.790963621,1658698.1292505893,POINT (6.584159665341268 37.94685384009943)
748,749,2020.09.10 14:00:00,2020.09.10 12:00:00,7200.0,0 days 02:00:00,0.98047,24.0,323.0,71.0,0.26953,0.13672,0.12891,0.35547,0.02734,0.01953,0.02734,0.00391,0.00391,0.00391,20.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4017208.8906660415,1657389.3650924023,POINT (6.568096413371364 37.93439135844608)
749,750,2020.09.10 16:00:00,2020.09.10 14:00:00,7200.0,0 days 02:00:00,0.94922,21.0,325.0,49.0,0.34766,0.12109,0.10547,0.30859,0.02734,0.02734,0.00391,0.00391,0.00391,0.00391,18.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4015212.436768896,1656590.998022221,POINT (6.545932000000004 37.92633999213793)
750,751,2020.09.10 18:00:00,2020.09.10 16:00:00,7200.0,0 days 02:00:00,0.94922,12.0,546.0,77.0,0.12891,0.01172,0.16016,0.48047,0.02734,0.02734,0.07422,0.02734,0.00391,0.00391,9.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4014377.6590179526,1656446.2870105312,POINT (6.536579137662859 37.92468620462589)
751,752,2020.09.10 20:00:00,2020.09.10 18:00:00,7200.0,0 days 02:00:00,0.96484,20.0,350.0,27.0,0.49609,0.04297,0.30078,0.11328,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4014102.267501439,1656154.9851728934,POINT (6.533605587909482 37.92193255459996)
752,753,2020.09.10 22:00:00,2020.09.10 20:00:00,7200.0,0 days 02:00:00,0.98047,40.0,177.0,1.0,0.96484,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4013826.875984925,1655863.6833352554,POINT (6.530632271355892 37.9191788045804)
